2680	штат	Административно-территориальная единица, пользующаяся определенной степенью самоуправления (в некоторых федеративных государствах).
2681	штат	Постоянный состав сотрудников учреждения.
2682	шток	Месторождение полезного ископаемого, заполняющего ограниченное пространство (в геологии).
2683	шток	Стержень, соединяющий поршень парового цилиндра с шатуном (в технике).
2684	шток	Поперечный стержень в верхней части морского якоря.
2685	штос	Старинная азартная карточная игра.
2686	штоф	Старая русская мера жидкости (обычно вина, водки), равная 1/8 или 1/10 ведра.
2687	штоф	Плотная, тяжелая - обычно с крупным тканым узором - шерстяная или шелковая ткань, используемая для обивки мебели или в декоративных целях.
2688	штуф	Кусок минерала или руды, взятый как образец (в геологии).
2689	штыб	Мелкий или измельченный каменный уголь.
2690	штык	Колющее оружие, насаживаемое на конец ствола военного ружья, винтовки.
2691	штык	Особый морской узел при связывании толстых веревок, канатов.
2692	штык	Слой земли в глубину, который можно захватить лопатой.
2693	штык	Слиток металла (обычно чугуна); чушка.
2694	шуба	Верхняя зимняя мужская или женская одежда из меха или на меху.
2695	шуба	Камень с неровной, негладкой поверхностью, применяемый для облицовки зданий, различных архитектурных сооружений и т.п.
2696	шуба	Декоративный слой штукатурки, мраморной крошки с неровной поверхностью.
2697	шуга	Мелкий рыхлый лед, появляющийся перед ледоставом или во время весеннего ледохода.
2698	шумы	Звуки, возникающие в некоторых внутренних органах - обычно при их патологическом состоянии - и обнаруживаемые при прослушивании (в медицине).
2699	шурф	Вертикальная, реже - наклонная подземная горная выработка, проводимая с поверхности земли и предназначенная для разведки полезных ископаемых, размещения зарядов взрывчатых веществ и других целей.
2700	шуст	Приспособление для чистки, выравнивания прогибов и неровностей в канале ствола огнестрельного ружья.
2701	щека	Боковая часть лица человека от скулы до нижней челюсти.
2702	щека	Передняя боковая часть морды, головы животного.
2703	щека	Боковая - обычно плоская - поверхность (детали, части устройства, механизма и т.п.).
2704	щека	Узкое место реки, ущелья, долины, сжимаемое высокими скалистыми берегами или отвесными склонами; губа.
2705	щель	Узкое продолговатое отверстие, сквозная трещина.
2706	щель	Короткий, узкий и глубокий ров, предназначенный для укрытия людей от артиллерийского обстрела, бомбардировки и атаки танков.
2707	щель	Узкая полость (в анатомии).
2708	щеки	Жаберные крышки у рыб.
2709	щука	Хищная пресноводная промысловая рыба отряда лососеобразных с удлиненным телом и плоской вытянутой головой.
2710	щука	Вид плота, состоящего из бревен, расположенных в несколько ярусов.
2711	эдем	Местопребывание человека до грехопадения; земной рай (по библейскому преданию).
2712	эдил	Выборное должностное лицо в Древнем Риме, наблюдавшее за общественными зданиями и храмами, дорогами, рынками и т.п.
2713	экер	Геодезический инструмент для построения на местности углов определенной величины.
2714	эльф	Дух природы, волшебное воздушное существо, благожелательные к людям (в древнегерманской и скандинавской мифологии).
2715	эмир	Титул владетельного князя в некоторых мусульманских странах.
2716	эпос	Повествовательный - в отличие от драмы и лирики - род литературы.
2717	эпос	Совокупность произведений народного творчества: народные песни, сказания, поэмы и т.п., объединенные единой темой или общей национальной принадлежностью.
2718	эпюр	Чертеж проекций фигуры, полученный путем совмещения плоскостей проекций.
2719	эпюр	Графическое изображение закономерного изменения некоторой величины в зависимости от изменения другой величины.
2720	эрос	"Мистическое - по философии Платона - влечение к фантастическому миру ""идей""."
2721	эрос	Чувственная любовь; страсть.
2722	эсер	Социалист-революционер.
2723	этаж	Часть здания, включающая всю совокупность помещений, расположенных на одном уровне.
2724	этан	Бесцветный горючий газ, содержащийся в нефтяных и природных газах.
2725	этап	Промежуток времени, период, отмеченный событием.
2726	этап	Отдельная часть, отрезок пути.
2727	этап	Пункт на пути следования войск, где воинским частям или отдельным военнослужащим предоставляется ночлег и питание.
2728	этап	Отрезок пути или весь путь следования лиц, направляемых под конвоем до места заключения или ссылки.
2729	этап	Группа лиц, следующих под конвоем.
2730	этап	Специальное помещение или строение для остановки и ночлега лиц, направляемых под конвоем к месту заключения, ссылки (в Российском государстве до 1917 г.).
2731	этил	Группа из двух атомов углерода и пяти атомов водорода, входящая в состав некоторых органических соединений.
2732	этюд	Произведение вспомогательного характера - рисунок, картина или скульптура - и обычно небольшого размера, выполненное с натуры.
2733	этюд	Инструментальная пьеса виртуозного характера, предназначенная для концертного исполнения.
2734	этюд	Небольшое литературное произведение или научное исследование, посвященное частному вопросу.
2735	этюд	Упражнение, служащее для развития и совершенствования техники искусства: актерского, шахматного, музыкального и т.п. (обычно импровизационного характера).
2736	эфес	Рукоятка сабли, шпаги и другого холодного оружия с защитным приспособлением.
2737	эфир	Верхний - прозрачный и лучезарный - слой воздуха, где - по представлениям древних греков - пребывали боги.
2738	эфир	Начальный, по представлениям древних философов, материальный - наряду с водой и огнем - элемент всего сущего; символ вечного движения.
2739	эфир	Промежуточная среда, заполняющая все безвоздушное пространство и все промежутки между частицами обычных веществ: молекул, атомов и т.п., при помощи которой - по представлениям физиков ХVIII-ХIХ вв. - распространялись световые и электромагнитные волн.
2740	эфир	Воздушное пространство как распространитель радиоволн.
2741	эфир	Органическое соединение, представляющее собою бесцветную летучую жидкость с характерным резким запахом, используемое в медицине, в парфюмерии и в технике.
2742	эфор	Одно из пяти ежегодно избиравшихся народным собранием лиц, контролирующее действия царей в Спарте.
2743	эхин	Часть капители в виде круглой подушки над стволом колонны (в архитектуре).
2744	убой	Убивание скота, зверя, птицы с промысловой целью.
2746	увал	Вытянувшаяся в длину возвышенность с пологими склонами.
2747	угар	Убыль - в объеме, в весе - при плавке, горении, термической обработке.
2748	угар	Потеря сырья при переработке волокна, пряжи (в текстильной производстве).
2749	угол	Геометрическая фигура, образуемая двумя прямыми, исходящими из одной точки (в математике).
2750	угол	Место, где сходятся внешние стороны предмета.
2751	угол	Место, где сходятся внутренние стороны предмета.
2752	угол	Четверть ставки, при объявлении которой загибается край карты (в карточных играх).
2753	угон	Продольное перемещение рельсов, вызываемое движением поездов.
2754	угры	Название родственных по языку народов (зауральских манси и хантов, венгров и т.п.).
2755	удав	Крупная хищная неядовитая змея, обитающая в тропических странах.
2756	удар	Резкий, сильный толчок, производимый резкое столкновение при движении.
2757	удар	Стремительное нападение, внезапная атака, натиск.
2758	удел	Область, которой в Древней Руси управлял князь на правах феодального владетеля.
2759	удел	Название недвижимого - земельного - имущества, принадлежащего совокупно всей императорской фамилии (в Российском государстве до 1917 г.).
2760	удод	Птица с пестрым оперением, веерообразным хохолком и изогнутым клювом.
2761	удой	Количество молока, надоенного за один раз или за период времени.
2762	уезд	Административно-территориальная единица, входившая в состав губернии (в Российском государстве до введения районирования, т.е. до 1929 г.).
2763	уезд	Совокупность волостей, тяготевших к городу (на Руси IX-XIII вв.).
2764	ужас	Чувство сильного страха, испуга, приводящее в состояние подавленности, оцепенения, трепета.
2765	ужас	Безвыходность, трагичность.
2766	ужас	Изумление, вызванное негодованием, отвращением.
2767	ужин	Принятие пищи вечером.
2768	ужин	Вечерний прием гостей с угощением.
2769	узда	Надеваемые на голову лошади ремни с удилами и поводьями как часть конской сбруи.
2770	узел	Место, где связаны концы или петля, затянутая.
2771	узел	Тугое, тесное переплетение волокон, нитей, волос и т.п.
2772	узел	Вещи, увязанные в платок или кусок ткани.
2773	узел	Морская мера скорости, равная числу морских миль пройденных в час.
2774	узик	Многолетнее травянистое растение семейства розоцветных; лапчатка.
2775	узор	Рисунок, представляющий собою сочетание линий, красок, теней и т.п.
2776	узус	Общепринятое употребление языковой единицы (в лингвистике).
2777	узус	Обычай, обыкновение (в юриспруденции).
2778	указ	Постановление, распоряжение верховного органа власти или главы государства, имеющее силу закона.
2779	укол	Укус насекомого.
2780	укол	Удар колющим оружием.
2781	укол	Подкожное, внутримышечное или внутривенное впрыскивание; инъекция.
2782	укор	Упрек, порицание.
2783	укос	Количество скошенного сена, хлеба.
2784	укус	Укушенное место.
2785	улар	Птица семейства фазановых; горная индейка.
2786	улей	Специально устроенный ящик или выдолбленная колода для содержания пчел.
2787	улит	Птица отряда куликов.
2788	улов	Количество пойманной рыбы.
2789	улус	Становище кочевников, табор кибиток.
2790	уния	Союз государств под властью одного монарха.
2791	уния	Объединение на основе договора.
2792	уния	Объединение православной и католической церквей с признанием главенства папы римского при сохранении традиционных форм православной обрядности.
2793	унос	Пара лошадей - обычно первая - в запряжке четверней и более.
2794	упек	Качество выпечки.
2795	упек	Разница между весом теста, посаженного в печь, и весом выпеченного хлеба.
2796	упор	Место, предмет, дающие возможность опереться.
3633	жерло	Узкое и глубокое отверстие.
2797	уран	Одна из девяти - седьмая от Солнца - больших планет Солнечной системы.
2798	уран	Радиоактивный химический элемент.
2799	урод	Человек или животное с физическим недостатком.
2800	урок	Учебная работа, задание, которые даются учащемуся для подготовки к следующему занятию.
2801	урок	Учебный час или иной промежуток времени, установленный для проведения учебного занятия.
2802	урон	Утрата, потеря, ущерб, убыток.
2803	урюк	Мелкие сушеные абрикосы с косточками.
2804	усач	Рыба семейства карповых.
2805	усач	Один из древесных паразитов - жук, личинки которого питаются древесиной; дровосек.
2806	уста	Рот, губы.
2807	утес	Отвесная скала.
2808	утка	Водоплавающая птица с широким плоским клювом, короткой шеей и широко расставленными ногами; самка селезня.
2809	утка	Сосуд с длинным носом для приема мочи, подаваемый лежачим больным.
2810	утка	Приспособление на борту судна для временного закрепления конца причального каната.
2811	уток	Поперечные нити ткани, переплетающиеся с продольными, составляющими основу.
2812	утор	Нарезка в конце деревянного сосуда - бочки, кадки и т.п. - для вставки дна.
2813	утро	Название времени суток от окончания ночи до наступления дня; начало дня, первые часы дня.
2814	утюг	Хозяйственный прибор для глаженья белья, платья и т.п.
2815	ухаб	Выбоина, рытвина, яма на дороге.
2816	учан	Старинное судно.
2817	учет	Регистрация с занесением в списки лиц, предназначенных для использования.
2818	учет	Установление наличности.
2819	ушан	Летучая мышь с длинными ушами.
2820	ушат	Деревянная кадка с двумя выступающими друг против друга боковыми дощечками - ушами, с прорезанными в них круглыми отверстиями, сквозь которые продевается палка для подъема, ношения.
2821	ушки	Мелкие макаронные изделия в виде фигурных кусочков теста.
2822	ушки	местн. Маленькие пельмени.
2823	ушко	Приспособление сбоку у различных предметов для более удобного их подъема, держания, подвешивания и т.п.
2824	ушко	Отверстие в тупом конце иглы, в которое продевается нитка.
2825	юань	Денежная единица современного Китая.
2826	юань	Монета соответствующего достоинства.
2827	юбка	Женская одежда от талии книзу (прямая, суженная в подоле, расширяющаяся свободными складками и т.п.).
2828	юбка	Боковые стенки цилиндрического изделия или их нижняя часть.
2829	юкка	Вечнозеленое растение семейства лилейных с длинными колючими листьями и желтовато-белыми цветками.
2830	юмор	Добродушный смех, незлобивая насмешка.
2831	юмор	Прием в произведениях литературы и искусства, основанный на изображении в комическом, смешном виде.
2832	юнга	Подросток на судне, обучающийся морскому делу и готовящийся стать моряком.
2833	юнга	Младший матрос во флотах некоторых стран.
2834	юрта	Переносное - обычно конусообразное - жилище некоторых народов Центральной и Средней Азии и Сибири, состоящее из остова, покрытого войлоком или шкурами.
2835	ююба	Колючий кустарник семейства крушинных с мелкими цветками, зубчатыми листьями и съедобными плодами.
2836	явка	Конспиративная встреча.
2837	явор	Крупное лиственное дерево семейства кленовых с большими пятилопастными листьями; клен белый.
2838	ядро	Внутренняя часть плода, покрытая твердой оболочкой.
2839	ядро	Внутренняя, средняя, центральная часть.
2840	ядро	Старинный артиллерийский снаряд шарообразной формы.
2841	ядро	Спортивный снаряд для толкания в виде металлического шара.
2842	язва	Гноящаяся или воспаленная рана на поверхности кожи или слизистой оболочки.
2843	язык	Подвижный мышечный орган в ротовой полости позвоночных животных и человека, способствующий захватыванию, пережевыванию и т.п. пищи.
3680	загон	Полоса, участок пашни, поля, луга и т.п.
2844	язык	Исторически сложившаяся система словесного выражения мыслей, обладающая определенным звуковым, лексическим и грамматическим строем и служащая средством общения в человеческом обществе.
2845	язык	Совокупность средств выражения в словесном творчестве.
2846	язык	Способность говорить, выражая словесно свои мысли.
2847	язык	Система знаков, передающих информацию; то, что служит средством бессловесного общения.
2848	яйла	Плоская безлесная местность в крымских горах, используемая как летнее пастбище.
2849	яйцо	Женская половая клетка животных и растительных организмов, после оплодотворения развивающаяся в новый организм; яйцеклетка.
2850	яйцо	Женская половая клетка у насекомых в виде небольшой, обычно овальной формы крупинки.
2851	яйцо	Женская половая клетка у птиц, заключенная в скорлупу овальной формы и употребляемая в пищу.
2852	ялик	Небольшая шлюпка с одной или двумя парами весел.
2853	ямка	Название некоторых органов у низших животных.
2854	янус	Божество времени, всякого начала и конца, входа и выхода, двумя своими лицами - старым и молодым - обращенными в прошедшее и настоящее (в древнеримской мифологии).
2855	янус	Двуличный человек.
2856	ярка	Молодая, еще не ягнившаяся овца.
2857	ярмо	Деревянный хомут для упряжки рабочего крупного рогатого скота.
2858	ярмо	Часть электрической машины, аппарата, соединяющая между собою полюсы.
2859	ярус	Ряд горизонтально расположенных предметов, растений и т.п.
2860	ярус	Этаж во внутреннем помещении театра, где на одном уровне вдоль стен размещены места для зрителей.
2861	ярус	Совокупность горных пород, образовавшихся в течение геологического века (в геологии).
2862	ярус	Рыболовная снасть беломорских рыбаков для ловли трески в виде длинной веревки с укрепленными на ней крючками на поводках.
2863	ясак	Натуральный налог (пушниной, скотом и т.п.), которым облагались народы Поволжья, Сибири и Дальнего Востока (на Руси и в Российском государстве до 1917 г.).
2864	ясли	Кормушка для скота в виде ящика, наклонно прикрепленного к стене или сужающегося книзу.
2865	ясли	Воспитательное и здравоохранительное учреждение для самых маленьких детей, где они находятся во время работы их родителей.
2866	яхта	Парусное, парусно-моторное или моторное судно различной формы и разных размеров, служащее для спортивных, прогулочных или туристских целей.
2867	яшма	Плотная твердая мелкозернистая горная порода, отличающаяся разнообразием окрасок, причудливостью рисунка и использующаяся для изготовления художественных поделок или технических изделий.
2868	ящер	Обитающее в Азии и Африке млекопитающее с удлиненным телом, покрытым роговыми чешуями, с длинным хвостом, небольшой головой и вытянутой мордой, с короткими лапами и мощными кривыми когтями.
2869	ящик	Полый предмет, состоящий из четырех стенок и дна (иногда и крышки), сделанных из досок, фанеры и т.п. и служащий для укладки, хранения и переноски.
2870	ящур	Острое вирусное заболевание крупного рогатого скота (реже - других животных и человека), сопровождающееся тяжелым поражением пищеварительного тракта и кожи.
2871	аббат	Настоятель католического мужского монастыря.
2872	аббат	Католический священник во Франции.
2873	абвер	Орган военной разведки и контрразведки в Германии в 1919-1944 гг.
2874	абзац	Отступ вправо в начале первой строки части печатного или рукописного текста; красная строка.
2875	аборт	Самопроизвольное или искусственное прерывание беременности в первые 28 недель.
2876	абрек	Горец-партизан (в период становления царизма на Северном Кавказе).
2877	абрис	Линейное очертание предмета; контур.
2878	аванс	Деньги или другие материальные ценности, выдаваемые в счет предстоящих платежей.
2879	авары	Союз племен (обычно тюркоязычных), вторгшихся в VI в. в придунайские области и образовавших самостоятельное государство.
2880	авгит	Минерал группы пироксенов, входящий в состав габбро, базальта и других горных пород.
2881	авгур	Жрец, толкующий волю богов и предсказывающий будущее по крику и полету птиц (в Древнем Риме).
2882	аврал	Работа на судне по специальному заданию или по тревоге (обычно выполняемая всей командой).
2883	автол	Смазочное масло для автомобильных, тракторных и т.п. двигателей, получаемое из нефти.
2884	автор	Создатель произведения (литературно-художественного, музыкального, научного и т.п.), проекта, изобретения.
2885	агава	Многолетнее тропическое растение с крупными, жесткими и по краям колючими листьями, идущими на изготовление волокна.
2886	агама	Крупная ящерица, способная изменять окраску тела, широко распространенная в Африке, Австралии, Юго-Восточной Европе и Южной Азии.
2887	агамы	Семейство крупных ящериц, к которому относятся летучие драконы, круглоголовки, шипохвосты и т.п.
2888	агент	Представитель организации, учреждения, выполняющий служебные поручения.
2889	агент	Сотрудник разведки государства; разведчик.
2890	агент	Тайный сотрудник полиции некоторых государств, занимающийся сыском и слежкой за политически неблагонадежными лицами; сыщик.
2891	агент	Действующий фактор, причина, вызывающие различные явления в природе, в организме человека или животного и т.п.
2892	аграф	Декоративный элемент, соединяющий вершину арки с горизонтальным выступом карниза, антаблемента и т.п., обычно украшаемый резьбой (в архитектуре).
2893	агулы	Народ нахско-дагестанской этноязыковой группы, живущий в Дагестане.
2894	адепт	Приверженец учения, идеи.
2895	адрес	Местожительство лица или местонахождение учреждения, предприятия и т.п.
2896	адрес	Письменное приветствие, поздравление лицу, учреждению, организации (обычно по случаю юбилея).
2897	адрес	Код, определяющий место хранения в памяти электронной вычислительной машины (в информатике).
2898	адряс	Старинная бухарская или персидская полушелковая ткань с пестрыми узорами, из которой шили халаты и архалуки.
2899	ажгон	Однолетнее растение семейства зонтичных, разводимое в странах Африки и Востока как эфиромасличная культура.
2900	азарт	Возбуждение, вызванное увлеченностью.
2901	аймак	Род и родовой удел (у тюркских и монгольских народов).
2902	аймак	Район как административно-территориальная единица (в Бурятии и Горно-Алтайской автономной области России).
2903	аймак	Основная административно-территориальная единица (в Монголии).
2904	айран	Молочный продукт, вкусом напоминающий кефир (распространенный в Сибири, Средней Азии, Крыму и на Кавказе).
2905	акант	Южное травянистое или кустарниковое растение с крупными, собранными в виде розеток, зубчатыми листьями.
2906	акрил	Разновидность синтетического волокна.
2907	аксон	Отросток нервной клетки, проводящий импульс от тела клетки к другим нервным клеткам и органам.
2908	актер	Профессиональный исполнитель ролей в театральных спектаклях, кинофильмах и т.п.
2909	актив	Наиболее деятельная группа лиц общественной организации, коллектива.
2910	актив	Часть баланса банка, предприятия и т.п., включающая все виды материальных ценностей, денежных ресурсов и долговых требований; платежные поступления, доходы.
2911	акула	Крупная морская хищная рыба с веретенообразным телом и большим ртом, расположенным на нижней стороне головы.
2912	акция	Ценная бумага, удостоверяющая внесение определенного пая в акционерное общество и дающая право ее владельцу на регулярное получение дохода из его прибыли.
2913	акция	Действие, предпринимаемое для достижения цели.
2914	акция	Военная операция, сражение.
2915	аллах	Бог, творец всего сущего (в исламе).
2916	аллея	Дорога или дорожка (обычно в саду, в парке), по обеим сторонам обсаженная рядами деревьев или кустарников.
2917	аллюр	Темп, скорость, характер движения лошади (шаг, рысь, галоп, иноходь и т.п.).
2918	алмаз	Драгоценный камень, минерал кристаллического строения, блеском и твердостью превосходящий все другие минералы.
2919	алтей	Высокое травянистое растение семейства мальвовых, корни которого используются в медицине.
3035	бахта	Старинная набивная хлопчатобумажная ткань.
2920	алтын	Старинная русская монета достоинством в 3 копейки, являвшаяся единицей денежного счета.
2921	алыча	Южное дерево семейства розоцветных, близкое к сливе, с плодами желтого или темно-красного цвета; ткемали.
2922	альфа	Название первой буквы греческого алфавита.
2923	альфа	Вид ковыля.
2924	амбар	Неотапливаемое строение для хранения зерна, муки и т.п.
2925	амбра	Смолистое ароматическое, образующееся в пищеварительных органах кашалота вещество, используемое в парфюмерии.
2926	амвон	Находящаяся на возвышении перед алтарем площадка в православном храме, с которой произносятся проповеди, читается Евангелие.
2927	амеба	Простейшее одноклеточное животное, не имеющее постоянной формы тела.
2928	амебы	Отряд простейших одноклеточных подкласса корненожек.
2929	аминь	Заклинание, просьба.
2930	аминь	Конец.
2931	ампер	Единица силы электрического тока.
2932	ампир	Стиль в архитектуре и декоративном искусстве позднего классицизма (первая четверть XIX в.), ориентированный на образцы античного и древнеегипетского искусства и соединивший монументальный лаконизм с изысканностью декоративных элементов.
2933	ангар	Специальное помещение, сооружение для стоянки, технического обслуживания и ремонта самолетов и других летательных аппаратов.
2934	ангел	Сверхъестественное - по религиозным представлениям - существо, вестник и исполнитель воли Бога на Земле (изображаемый обычно в виде крылатого юноши).
2935	анион	Отрицательно заряженный ион, движущийся в электрическом поле к положительному электроду - аноду.
2936	анкер	Деталь часов, обеспечивающая равномерный ход часового механизма.
2937	анкер	Деталь для скрепления частей различных сооружений и машин, формой напоминающая якорь.
2938	анонс	Объявление о предстоящем спектакле, концерте и т.п.
2939	антей	Герой-великан, побеждавший всех в единоборстве, черпая силы при соприкосновении с матерью-землей, и побежденный Ге-.
2940	анчар	Высокое тропическое дерево или кустарник семейства тутовых, один из видов которого - упас дерево - содержит ядовитый млечный сок.
2941	аорта	Главная артерия кровеносной системы человека, млекопитающих и птиц.
2942	апорт	Поздний сорт яблони с крупными кисло-сладкими плодами.
2943	апрош	Пробел между буквами или словами в типографском наборе (в полиграфии).
2944	арабы	Народы семитской этноязыковой группы, населяющие некоторые страны Юго-Западной Азии и Северной Африки.
2945	арбуз	Стелющееся растение семейства тыквенных с крупными, круглыми, сладкими и сочными плодами.
2946	аргон	Химический элемент, инертный газ без цвета и запаха, входящий в состав воздуха.
2947	аргус	Птица семейства фазановых с ярким оперением и крупными пятнами в виде глазков на длинных маховых перьях.
2948	ареал	Область распространения явлений, видов животных, растений, полезных ископаемых и т.п.
2949	арека	Тропическая пальма, семена некоторых видов которой используются в фармакологии.
2950	арена	Центральная часть амфитеатра, на которой происходили бои гладиаторов, конные состязания и т.п. (в Древнем Риме).
2951	арена	Круглая площадка с барьером, на которой выступают артисты (в цирке).
2952	арена	Площадка, специально оборудованная для проведения спортивных соревнований, турниров и т.п.
2953	арест	Заключение под стражу, лишение свободы.
2954	арест	Запрещение распоряжаться имуществом, денежными средствами, налагаемое судебными органами.
2955	аркан	Длинная веревка с затягивающейся на конце петлей для ловли лошадей и других животных.
3681	загон	Преследование, травля зверя охотником.
2956	аркан	Толстая длинная веревка с петлей, применяемая при рубке леса, строительных работах и т.п.
2957	армия	Совокупность вооруженных сил государства.
2958	армия	Сухопутные вооруженные силы (в отличие от военно-морских и военно-воздушных сил); пехотинцы.
3036	бахус	Бог виноградарства, вина и веселья (в древнеримской мифологии).
2959	армия	Крупное войсковое соединение из нескольких корпусов, дивизий одного или различных родов войск.
2960	армия	Основная масса сухопутных войск, служба в которых - в отличие от гвардии - не давала привилегий (в Российском государстве до 1917 г.).
